,Cr,Ni,Mo,Mn,Si,Nb,Ti,Zr,Ta,V,W,Cu,N,C,B,P,S,Co,Al,Sn,Pb,Solution_treatment_temperature,Solution_treatment_time(s),Water_Quenched_after_s.t.,Air_Quenched_after_s.t.,Grains mm-2,Type of melting,Size of ingot,Product form,Temperature (K),0.2%proof_stress (M Pa),UTS (M Pa),Elongation (%),Area_reduction (%),Comments
98,18.18,10.26,0.31,1.58,0.6,0.04,0.04,0,0,0.0,0.0,0.12,0.028,0.07,0.0008,0.022,0.012,0.0,0.014,0,0,1343,600,Yes,No,256,BEA,4.8,Tube,1023,114.0,230.0,68,70,NRIM/CDS/No4B/1986 ABN
99,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,298,285.0,560.0,73,81,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
100,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,373,192.0,466.0,59,80,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
101,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,473,191.0,436.0,44,73,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
102,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,573,184.0,439.0,46,71,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
103,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,673,156.0,441.0,45,66,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
104,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,773,154.0,428.0,44,66,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
105,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,823,140.0,420.0,43,62,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
106,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,873,156.0,401.0,44,68,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
107,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,923,143.0,379.0,38,66,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
108,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,973,126.0,339.0,41,61,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
109,17.8,11.23,0.11,1.49,0.62,0.005,0.39,0,0,0.0,0.0,0.09,0.0116,0.07,0.0001,0.023,0.006,0.0,0.013,0,0,Na,Na,Na,Na,119.4282229,BEA,3,Tube,1023,173.0,273.0,45,49,"NRIM/CDS/No5B/1987,Nb is Nb+Ta, ACA"
110,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,298,250.0,590.0,67,80,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
111,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,373,230.0,491.0,54,78,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
112,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,473,211.0,450.0,42,76,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
113,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,573,207.0,450.0,41,73,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
114,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,673,186.0,459.0,39,69,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
115,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,773,183.0,448.0,42,68,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
116,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,823,167.0,435.0,39,65,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
117,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,873,184.0,413.0,34,64,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
118,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,923,166.0,400.0,35,62,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
119,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,973,160.0,350.0,36,47,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
120,18.2,10.92,0.1,1.59,0.54,0.02,0.47,0,0,0.0,0.0,0.09,0.0092,0.07,0.0006,0.023,0.006,0.0,0.058,0,0,Na,Na,Na,Na,147.0333894,BEA,3,Tube,1023,166.0,286.0,39,57,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACB"
121,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,298,255.0,580.0,67,90,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
122,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,373,231.0,480.0,55,79,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
123,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,473,221.0,443.0,42,76,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
124,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,573,193.0,441.0,41,72,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
125,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,673,190.0,451.0,41,70,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
126,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,773,184.0,437.0,40,67,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
127,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,823,171.0,426.0,39,65,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
128,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,873,167.0,408.0,38,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
129,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,923,163.0,375.0,35,54,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
130,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,973,156.0,344.0,31,42,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
131,17.9,10.92,0.08,1.46,0.57,0.02,0.42,0,0,0.0,0.0,0.11,0.0106,0.06,0.001,0.023,0.006,0.0,0.023,0,0,Na,Na,Na,Na,238.8564458,BEA,3,Tube,1023,158.0,232.0,42,63,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACC"
132,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,298,280.0,590.0,59,77,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
133,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,373,260.0,509.0,47,76,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
134,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,473,234.0,467.0,40,73,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
135,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,573,249.0,459.0,36,69,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
136,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,673,194.0,472.0,39,69,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
137,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,773,217.0,454.0,38,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
138,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,823,211.0,446.0,35,63,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
139,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,873,200.0,421.0,37,68,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
140,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,923,199.0,385.0,35,59,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
141,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,973,186.0,323.0,33,53,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
142,18.61,12.61,0.09,1.6,0.53,0.005,0.51,0,0,0.0,0.0,0.08,0.0083,0.08,0.0001,0.023,0.007,0.0,0.065,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,1023,174.0,261.0,31,48,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACG"
143,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,298,270.0,590.0,59,77,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
144,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,373,268.0,505.0,45,76,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
145,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,473,244.0,462.0,40,73,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
146,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,573,223.0,457.0,37,71,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
147,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,673,202.0,462.0,39,68,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
148,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,773,224.0,454.0,36,68,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
149,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,823,196.0,440.0,35,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
150,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,873,188.0,426.0,37,67,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
151,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,923,178.0,378.0,38,59,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
152,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,973,191.0,299.0,34,42,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
153,18.82,12.46,0.09,1.59,0.47,0.005,0.52,0,0,0.0,0.0,0.08,0.0074,0.068,0.0007,0.023,0.015,0.0,0.02,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,1023,171.0,252.0,42,44,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACH"
154,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,298,310.0,600.0,60,77,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
155,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,373,254.0,518.0,47,74,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
156,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,473,244.0,477.0,41,76,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
157,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,573,228.0,480.0,40,72,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
158,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,673,218.0,482.0,38,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
159,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,773,237.0,477.0,37,63,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
160,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,823,212.0,471.0,36,64,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
161,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,873,211.0,445.0,35,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
162,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,923,193.0,405.0,37,57,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
163,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,973,185.0,339.0,34,41,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
164,18.7,12.55,0.16,1.65,0.55,0.005,0.55,0,0,0.0,0.0,0.06,0.008,0.078,0.0003,0.023,0.006,0.0,0.029,0,0,1453,Na,Yes,No,1024,BEA,3,Tube,1023,183.0,270.0,37,50,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACJ"
165,18.02,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,298,220.0,560.0,69,80,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
166,18.02,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,373,187.0,471.0,52,78,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
167,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,473,181.0,437.0,44,77,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
168,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,573,164.0,434.0,41,73,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
169,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,673,158.0,442.0,44,67,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
170,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,773,150.0,431.0,41,69,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
171,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,823,143.0,429.0,42,65,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
172,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,873,139.0,398.0,38,68,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
173,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,923,138.0,378.0,37,57,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
174,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,973,137.0,321.0,29,37,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
175,17.71,12.27,0.02,1.56,0.55,0.005,0.49,0,0,0.0,0.0,0.06,0.014,0.06,0.0005,0.026,0.01,0.0,0.121,0,0,1393,600,Yes,No,256,BEA,4.5,Tube,1023,132.0,257.0,33,40,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACL"
176,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,298,225.0,550.0,66,82,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
177,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,373,204.0,472.0,52,77,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
178,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,473,183.0,439.0,44,73,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
179,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,573,177.0,439.0,42,72,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
180,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,673,166.0,444.0,42,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
181,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,773,161.0,436.0,38,69,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
182,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,823,155.0,432.0,42,66,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
183,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,873,142.0,409.0,40,62,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
184,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,923,150.0,375.0,32,40,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
185,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,973,146.0,309.0,38,31,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
186,17.71,12.62,0.02,1.67,0.54,0.005,0.53,0,0,0.0,0.0,0.05,0.013,0.06,0.0002,0.028,0.016,0.0,0.161,0,0,1393,600,Yes,No,445.7218884,BEA,4.5,Tube,1023,172.0,249.0,42,47,"NRIM/CDS/No5B/1987, Nb is Nb+Ta, ACM"
